WEO Country Code,ISO,Country,Major Currency Areas,Advanced economies,Euro area,Major advanced economies (G7),Other advanced economies (Advanced economies excluding G7 and euro area),European Union,Emerging market and developing economies,Emerging and developing Asia,Emerging and developing Europe,Latin America and the Caribbean,Middle East and Central Asia,Sub-Saharan Africa,Fuel Exporting EM,Nonfuel Primary Products Exporting EM,EM Net External Position,Heavily Indebted Country,Income
926,UKR,Ukraine,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Debtor,FALSE,lower-middle
466,ARE,United Arab Emirates,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Creditor,FALSE,high
112,GBR,United Kingdom,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,high
111,USA,United States,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,n/a,FALSE,high
298,URY,Uruguay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Debtor,FALSE,high
927,UZB,Uzbekistan,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Creditor,FALSE,lower-middle
846,VUT,Vanuatu,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Debtor,FALSE,lower-middle
299,VEN,Venezuela,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Creditor,FALSE,n/a
582,VNM,Vietnam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Debtor,FALSE,lower-middle
487,WBG,West Bank and Gaza,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Debtor,FALSE,lower-middle
474,YEM,Yemen,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,Debtor,FALSE,low
754,ZMB,Zambia,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Debtor,TRUE,low
698,ZWE,Zimbabwe,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Debtor,FALSE,lower-middle
